"timeStamp","plate","description","created","totalDue","paid","scannedTime"
"Thu Sep 20 2018 12:04:51 GMT-0400 (Venezuela Time)","PDJ1274","","Thu Sep 20 2018 12:04:51 GMT-0400 (Venezuela Time)","6","6","Thu Sep 20 2018 12:10:59 GMT-0400 (Venezuela Time)"
"Thu Sep 20 2018 12:07:44 GMT-0400 (Venezuela Time)","PDJ1274","","Thu Sep 20 2018 12:07:44 GMT-0400 (Venezuela Time)","6","6","Thu Sep 20 2018 12:08:41 GMT-0400 (Venezuela Time)"
"Thu Sep 20 2018 13:07:50 GMT-0400 (Venezuela Time)","PBN 7766","","Thu Sep 20 2018 13:07:50 GMT-0400 (Venezuela Time)","","",""
"Thu Sep 20 2018 13:08:11 GMT-0400 (Venezuela Time)","PBN 7766","","Thu Sep 20 2018 13:08:11 GMT-0400 (Venezuela Time)","","",""
"Thu Sep 20 2018 13:08:38 GMT-0400 (Venezuela Time)","PBN 7766","","Thu Sep 20 2018 13:08:38 GMT-0400 (Venezuela Time)","","",""
"Thu Sep 20 2018 13:09:34 GMT-0400 (Venezuela Time)","PBN 7766","","Thu Sep 20 2018 13:09:34 GMT-0400 (Venezuela Time)","","",""
"Thu Sep 20 2018 13:09:58 GMT-0400 (Venezuela Time)","PBZ 4455","","Thu Sep 20 2018 13:09:58 GMT-0400 (Venezuela Time)","","",""
"Thu Sep 20 2018 13:13:12 GMT-0400 (Venezuela Time)","PBN 8877","","Thu Sep 20 2018 13:13:12 GMT-0400 (Venezuela Time)","","",""
"Thu Sep 20 2018 13:14:21 GMT-0400 (Venezuela Time)","PBN 8877","","Thu Sep 20 2018 13:14:21 GMT-0400 (Venezuela Time)","","",""
"Thu Sep 20 2018 13:16:38 GMT-0400 (Venezuela Time)","PBN 8877","","Thu Sep 20 2018 13:16:38 GMT-0400 (Venezuela Time)","","",""
"Thu Sep 20 2018 13:36:53 GMT-0400 (Venezuela Time)","PBM 9998","","Thu Sep 20 2018 13:36:53 GMT-0400 (Venezuela Time)","6","true","Thu Sep 20 2018 13:37:10 GMT-0400 (Venezuela Time)"
"Tue Nov 06 2018 14:32:15 GMT-0400 (Venezuela Time)","TCU 4447","","Tue Nov 06 2018 14:32:15 GMT-0400 (Venezuela Time)","0","true","Thu Jan 24 2019 20:01:57 GMT-0400 (Venezuela Time)"
"Thu Jan 24 2019 18:41:01 GMT-0400 (Venezuela Time)","TBL 3255","","Thu Jan 24 2019 18:41:01 GMT-0400 (Venezuela Time)","12","true","Thu Jan 24 2019 19:58:59 GMT-0400 (Venezuela Time)"
"Thu Jan 24 2019 18:47:33 GMT-0400 (Venezuela Time)","TCU4447","","Thu Jan 24 2019 18:47:33 GMT-0400 (Venezuela Time)","12","true","Thu Jan 24 2019 20:16:14 GMT-0400 (Venezuela Time)"
"Thu Jan 24 2019 19:53:37 GMT-0400 (Venezuela Time)","PBL 1488","","Thu Jan 24 2019 19:53:37 GMT-0400 (Venezuela Time)","","",""
"Thu Jan 24 2019 19:53:55 GMT-0400 (Venezuela Time)","PBL 1488","","Thu Jan 24 2019 19:53:55 GMT-0400 (Venezuela Time)","","",""
"Thu Jan 24 2019 19:57:59 GMT-0400 (Venezuela Time)","P","","Thu Jan 24 2019 19:57:59 GMT-0400 (Venezuela Time)","6","true","Thu Jan 24 2019 20:33:18 GMT-0400 (Venezuela Time)"
"Thu Jan 24 2019 20:09:15 GMT-0400 (Venezuela Time)","TCU 4447","","Thu Jan 24 2019 20:09:15 GMT-0400 (Venezuela Time)","6","true","Thu Jan 24 2019 20:19:22 GMT-0400 (Venezuela Time)"
"Thu Jan 24 2019 20:23:54 GMT-0400 (Venezuela Time)","PBC 3215","","Thu Jan 24 2019 20:23:54 GMT-0400 (Venezuela Time)","6","true","Thu Jan 24 2019 20:24:23 GMT-0400 (Venezuela Time)"
"Thu Jan 24 2019 20:27:52 GMT-0400 (Venezuela Time)","P   1","","Thu Jan 24 2019 20:27:52 GMT-0400 (Venezuela Time)","6","true","Thu Jan 24 2019 20:29:26 GMT-0400 (Venezuela Time)"
"Thu Jan 24 2019 20:30:05 GMT-0400 (Venezuela Time)","TCU 4447","","Thu Jan 24 2019 20:30:05 GMT-0400 (Venezuela Time)","12","true","Fri Jan 25 2019 09:08:30 GMT-0400 (Venezuela Time)"
"Thu Jan 24 2019 20:37:14 GMT-0400 (Venezuela Time)","TBL 3255","","Thu Jan 24 2019 20:37:14 GMT-0400 (Venezuela Time)","12","true","Fri Jan 25 2019 09:07:05 GMT-0400 (Venezuela Time)"
"Fri Jan 25 2019 09:10:07 GMT-0400 (Venezuela Time)","TCU 4447","","Fri Jan 25 2019 09:10:07 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 09:11:26 GMT-0400 (Venezuela Time)","PT  3125","","Fri Jan 25 2019 09:11:26 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 09:13:25 GMT-0400 (Venezuela Time)","PBL 1488","","Fri Jan 25 2019 09:13:25 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 09:53:17 GMT-0400 (Venezuela Time)","PA44444","","Fri Jan 25 2019 09:53:17 GMT-0400 (Venezuela Time)","6","true","Fri Jan 25 2019 09:54:35 GMT-0400 (Venezuela Time)"
"Fri Jan 25 2019 11:00:59 GMT-0400 (Venezuela Time)","TDE 9361","","Fri Jan 25 2019 11:00:59 GMT-0400 (Venezuela Time)","6","true","Fri Jan 25 2019 11:02:12 GMT-0400 (Venezuela Time)"
"Fri Jan 25 2019 11:19:55 GMT-0400 (Venezuela Time)","PDD 4518","","Fri Jan 25 2019 11:19:55 GMT-0400 (Venezuela Time)","6","true","Fri Jan 25 2019 11:23:42 GMT-0400 (Venezuela Time)"
"Fri Jan 25 2019 11:31:00 GMT-0400 (Venezuela Time)","PBW 8779","","Fri Jan 25 2019 11:31:00 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 11:31:35 GMT-0400 (Venezuela Time)","PBW 8779","","Fri Jan 25 2019 11:31:35 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 11:33:00 GMT-0400 (Venezuela Time)","PBG 6378","","Fri Jan 25 2019 11:33:00 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 11:33:24 GMT-0400 (Venezuela Time)","TCJ 6553","","Fri Jan 25 2019 11:33:24 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 11:40:05 GMT-0400 (Venezuela Time)","TCU 11","","Fri Jan 25 2019 11:40:05 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 11:41:55 GMT-0400 (Venezuela Time)","PDM 9723","","Fri Jan 25 2019 11:41:55 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 11:42:35 GMT-0400 (Venezuela Time)","PCA 9783","","Fri Jan 25 2019 11:42:35 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 11:46:31 GMT-0400 (Venezuela Time)","PDJ 8872","","Fri Jan 25 2019 11:46:31 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 11:47:01 GMT-0400 (Venezuela Time)","PDN 4159","","Fri Jan 25 2019 11:47:01 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 11:51:43 GMT-0400 (Venezuela Time)","TCJ9298","","Fri Jan 25 2019 11:51:43 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 11:51:54 GMT-0400 (Venezuela Time)","PCS 7551","","Fri Jan 25 2019 11:51:54 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 11:53:09 GMT-0400 (Venezuela Time)","PBX 5845","","Fri Jan 25 2019 11:53:09 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 11:53:42 GMT-0400 (Venezuela Time)","PCD 9147","","Fri Jan 25 2019 11:53:42 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 11:54:04 GMT-0400 (Venezuela Time)","PDS 1716","","Fri Jan 25 2019 11:54:04 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 11:54:24 GMT-0400 (Venezuela Time)","PDN 2659","","Fri Jan 25 2019 11:54:24 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 11:54:44 GMT-0400 (Venezuela Time)","PDE 3107","","Fri Jan 25 2019 11:54:44 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 11:55:06 GMT-0400 (Venezuela Time)","PDG 8460","","Fri Jan 25 2019 11:55:06 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 11:55:25 GMT-0400 (Venezuela Time)","PDA 563","","Fri Jan 25 2019 11:55:25 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 11:58:21 GMT-0400 (Venezuela Time)","TBS 5168","","Fri Jan 25 2019 11:58:21 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 11:58:44 GMT-0400 (Venezuela Time)","PDT 5112","","Fri Jan 25 2019 11:58:44 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 12:00:10 GMT-0400 (Venezuela Time)","PCS 1042","","Fri Jan 25 2019 12:00:10 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 12:00:34 GMT-0400 (Venezuela Time)","PBX 5596","","Fri Jan 25 2019 12:00:34 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 12:01:15 GMT-0400 (Venezuela Time)","PDU 6741","","Fri Jan 25 2019 12:01:15 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 12:04:46 GMT-0400 (Venezuela Time)","PBK 987","","Fri Jan 25 2019 12:04:46 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 12:05:20 GMT-0400 (Venezuela Time)","PDB 1607","","Fri Jan 25 2019 12:05:20 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 12:09:50 GMT-0400 (Venezuela Time)","TDB 5923","","Fri Jan 25 2019 12:09:50 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 12:10:18 GMT-0400 (Venezuela Time)","PCZ 5327","","Fri Jan 25 2019 12:10:18 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 12:11:40 GMT-0400 (Venezuela Time)","TDD 8496","","Fri Jan 25 2019 12:11:40 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 12:12:15 GMT-0400 (Venezuela Time)","PCH 2436","","Fri Jan 25 2019 12:12:15 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 12:13:04 GMT-0400 (Venezuela Time)","TDR 3000","","Fri Jan 25 2019 12:13:04 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 12:16:27 GMT-0400 (Venezuela Time)","PCF 4146","","Fri Jan 25 2019 12:16:27 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 12:20:02 GMT-0400 (Venezuela Time)","PDK2441","","Fri Jan 25 2019 12:20:02 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 12:20:55 GMT-0400 (Venezuela Time)","PDJ4234","","Fri Jan 25 2019 12:20:55 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 12:22:38 GMT-0400 (Venezuela Time)","PBU102","","Fri Jan 25 2019 12:22:38 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 12:23:06 GMT-0400 (Venezuela Time)","TBH6949","","Fri Jan 25 2019 12:23:06 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 12:23:38 GMT-0400 (Venezuela Time)","PBM5111","","Fri Jan 25 2019 12:23:38 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 12:24:52 GMT-0400 (Venezuela Time)","HDL9251","","Fri Jan 25 2019 12:24:52 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 12:27:00 GMT-0400 (Venezuela Time)","PDE8995","","Fri Jan 25 2019 12:27:00 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 12:28:06 GMT-0400 (Venezuela Time)","PDG9908","","Fri Jan 25 2019 12:28:06 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 12:28:24 GMT-0400 (Venezuela Time)","PDU1858","","Fri Jan 25 2019 12:28:24 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 12:28:46 GMT-0400 (Venezuela Time)","TCX8310","","Fri Jan 25 2019 12:28:46 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 12:29:27 GMT-0400 (Venezuela Time)","TCH2535","","Fri Jan 25 2019 12:29:27 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 12:30:06 GMT-0400 (Venezuela Time)","PCH 505","","Fri Jan 25 2019 12:30:06 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 12:33:02 GMT-0400 (Venezuela Time)","TCF4666","","Fri Jan 25 2019 12:33:02 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 12:33:41 GMT-0400 (Venezuela Time)","PCC 4607","","Fri Jan 25 2019 12:33:41 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 12:34:16 GMT-0400 (Venezuela Time)","TDP4188","","Fri Jan 25 2019 12:34:16 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 12:37:50 GMT-0400 (Venezuela Time)","TDU7838","","Fri Jan 25 2019 12:37:50 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 12:41:48 GMT-0400 (Venezuela Time)","PDG321","","Fri Jan 25 2019 12:41:48 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 12:42:46 GMT-0400 (Venezuela Time)","PCK36","","Fri Jan 25 2019 12:42:46 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 12:45:05 GMT-0400 (Venezuela Time)","TDA 5806","","Fri Jan 25 2019 12:45:05 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 12:47:23 GMT-0400 (Venezuela Time)","PDC6256","","Fri Jan 25 2019 12:47:23 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 12:48:30 GMT-0400 (Venezuela Time)","TBG7780","","Fri Jan 25 2019 12:48:30 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 12:49:44 GMT-0400 (Venezuela Time)","PDN8980","","Fri Jan 25 2019 12:49:44 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 12:50:05 GMT-0400 (Venezuela Time)","PDH2074","","Fri Jan 25 2019 12:50:05 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 12:51:42 GMT-0400 (Venezuela Time)","PCB9842","","Fri Jan 25 2019 12:51:42 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 12:51:58 GMT-0400 (Venezuela Time)","TDS221","","Fri Jan 25 2019 12:51:58 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 12:54:50 GMT-0400 (Venezuela Time)","PCK2616","","Fri Jan 25 2019 12:54:50 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 12:57:24 GMT-0400 (Venezuela Time)","PDU4660","","Fri Jan 25 2019 12:57:24 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 13:00:31 GMT-0400 (Venezuela Time)","PBK119","","Fri Jan 25 2019 13:00:31 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 13:00:52 GMT-0400 (Venezuela Time)","TDC6052","","Fri Jan 25 2019 13:00:52 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 13:04:20 GMT-0400 (Venezuela Time)","TDM9548","","Fri Jan 25 2019 13:04:20 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 13:06:18 GMT-0400 (Venezuela Time)","PCL1162","","Fri Jan 25 2019 13:06:18 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 13:07:07 GMT-0400 (Venezuela Time)","PCX1530","","Fri Jan 25 2019 13:07:07 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 13:09:25 GMT-0400 (Venezuela Time)","PDM1656","","Fri Jan 25 2019 13:09:25 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 13:09:39 GMT-0400 (Venezuela Time)","TCX580","","Fri Jan 25 2019 13:09:39 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 13:10:41 GMT-0400 (Venezuela Time)","TDE4086","","Fri Jan 25 2019 13:10:41 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 13:11:36 GMT-0400 (Venezuela Time)","PDH8253","","Fri Jan 25 2019 13:11:36 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 13:12:10 GMT-0400 (Venezuela Time)","PDL3690","","Fri Jan 25 2019 13:12:10 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 13:13:01 GMT-0400 (Venezuela Time)","PDR5245","","Fri Jan 25 2019 13:13:01 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 13:13:46 GMT-0400 (Venezuela Time)","PDB7698","","Fri Jan 25 2019 13:13:46 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 13:14:06 GMT-0400 (Venezuela Time)","PBC8597","","Fri Jan 25 2019 13:14:06 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 13:14:28 GMT-0400 (Venezuela Time)","TDS6039","","Fri Jan 25 2019 13:14:28 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 13:14:56 GMT-0400 (Venezuela Time)","PDA6744","","Fri Jan 25 2019 13:14:56 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 13:15:14 GMT-0400 (Venezuela Time)","PBU5275","","Fri Jan 25 2019 13:15:14 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 13:15:34 GMT-0400 (Venezuela Time)","PBC1246","","Fri Jan 25 2019 13:15:34 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 13:17:46 GMT-0400 (Venezuela Time)","TCX580","","Fri Jan 25 2019 13:17:46 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 13:20:17 GMT-0400 (Venezuela Time)","PDL580","","Fri Jan 25 2019 13:20:17 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 13:22:05 GMT-0400 (Venezuela Time)","PCC9051","","Fri Jan 25 2019 13:22:05 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 13:22:54 GMT-0400 (Venezuela Time)","PDJ1125","","Fri Jan 25 2019 13:22:54 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 13:23:29 GMT-0400 (Venezuela Time)","PCR340","","Fri Jan 25 2019 13:23:29 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 13:26:08 GMT-0400 (Venezuela Time)","PDU2044","","Fri Jan 25 2019 13:26:08 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 13:26:44 GMT-0400 (Venezuela Time)","PDB4867","","Fri Jan 25 2019 13:26:44 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 13:28:02 GMT-0400 (Venezuela Time)","PBP7622","","Fri Jan 25 2019 13:28:02 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 13:29:02 GMT-0400 (Venezuela Time)","PBM5924","","Fri Jan 25 2019 13:29:02 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 13:29:49 GMT-0400 (Venezuela Time)","PDT2226","","Fri Jan 25 2019 13:29:49 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 13:31:25 GMT-0400 (Venezuela Time)","PDJ1125","","Fri Jan 25 2019 13:31:25 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 13:33:39 GMT-0400 (Venezuela Time)","PCN1760","","Fri Jan 25 2019 13:33:39 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 13:35:40 GMT-0400 (Venezuela Time)","PCP8876","","Fri Jan 25 2019 13:35:40 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 13:42:00 GMT-0400 (Venezuela Time)","TBY2514","","Fri Jan 25 2019 13:42:00 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 13:42:31 GMT-0400 (Venezuela Time)","PBJ1102","","Fri Jan 25 2019 13:42:31 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 13:42:51 GMT-0400 (Venezuela Time)","PCP5990","","Fri Jan 25 2019 13:42:51 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 13:49:13 GMT-0400 (Venezuela Time)","PDL4973","","Fri Jan 25 2019 13:49:13 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 13:49:59 GMT-0400 (Venezuela Time)","PCB5923","","Fri Jan 25 2019 13:49:59 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 13:52:59 GMT-0400 (Venezuela Time)","PDU9612","","Fri Jan 25 2019 13:52:59 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 13:54:00 GMT-0400 (Venezuela Time)","PBG9167","","Fri Jan 25 2019 13:54:00 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 13:55:26 GMT-0400 (Venezuela Time)","PBG4227","","Fri Jan 25 2019 13:55:26 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 13:57:02 GMT-0400 (Venezuela Time)","TDT4297","","Fri Jan 25 2019 13:57:02 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 14:01:06 GMT-0400 (Venezuela Time)","PCJ2957","","Fri Jan 25 2019 14:01:06 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 14:03:28 GMT-0400 (Venezuela Time)","PBZ4135","","Fri Jan 25 2019 14:03:28 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 14:08:33 GMT-0400 (Venezuela Time)","PCB8255","","Fri Jan 25 2019 14:08:33 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 14:09:47 GMT-0400 (Venezuela Time)","PBP2017","","Fri Jan 25 2019 14:09:47 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 14:10:57 GMT-0400 (Venezuela Time)","PBB3342","","Fri Jan 25 2019 14:10:57 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 14:11:22 GMT-0400 (Venezuela Time)","PCC9861","","Fri Jan 25 2019 14:11:22 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 14:15:12 GMT-0400 (Venezuela Time)","PDP4318","","Fri Jan 25 2019 14:15:12 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 14:16:50 GMT-0400 (Venezuela Time)","PCD6413","","Fri Jan 25 2019 14:16:50 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 14:17:14 GMT-0400 (Venezuela Time)","PAY1732","","Fri Jan 25 2019 14:17:14 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 14:17:39 GMT-0400 (Venezuela Time)","TCM6459","","Fri Jan 25 2019 14:17:39 GMT-0400 (Venezuela Time)","6","true","Fri Jan 25 2019 14:23:22 GMT-0400 (Venezuela Time)"
"Fri Jan 25 2019 14:18:04 GMT-0400 (Venezuela Time)","PCT9882","","Fri Jan 25 2019 14:18:04 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 14:19:59 GMT-0400 (Venezuela Time)","TBU3252","","Fri Jan 25 2019 14:19:59 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 14:30:24 GMT-0400 (Venezuela Time)","PDP7336","","Fri Jan 25 2019 14:30:24 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 14:37:39 GMT-0400 (Venezuela Time)","PCD1862","","Fri Jan 25 2019 14:37:39 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 14:39:30 GMT-0400 (Venezuela Time)","PCA890","","Fri Jan 25 2019 14:39:30 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 14:40:19 GMT-0400 (Venezuela Time)","PDD757","","Fri Jan 25 2019 14:40:19 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 14:41:09 GMT-0400 (Venezuela Time)","TCL2938","","Fri Jan 25 2019 14:41:09 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 14:42:30 GMT-0400 (Venezuela Time)","TDT3065","","Fri Jan 25 2019 14:42:30 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 14:48:31 GMT-0400 (Venezuela Time)","PBJ2656","","Fri Jan 25 2019 14:48:31 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 14:49:05 GMT-0400 (Venezuela Time)","PCU6856","","Fri Jan 25 2019 14:49:05 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 14:55:33 GMT-0400 (Venezuela Time)","PBT9078","","Fri Jan 25 2019 14:55:33 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 14:58:10 GMT-0400 (Venezuela Time)","PBD9359","","Fri Jan 25 2019 14:58:10 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 15:00:27 GMT-0400 (Venezuela Time)","TCW7056","","Fri Jan 25 2019 15:00:27 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 15:01:55 GMT-0400 (Venezuela Time)","PBN800","","Fri Jan 25 2019 15:01:55 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 15:04:51 GMT-0400 (Venezuela Time)","PBM3791","","Fri Jan 25 2019 15:04:51 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 15:10:23 GMT-0400 (Venezuela Time)","PCM7943","","Fri Jan 25 2019 15:10:23 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 15:17:17 GMT-0400 (Venezuela Time)","PCZ4613","","Fri Jan 25 2019 15:17:17 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 15:19:48 GMT-0400 (Venezuela Time)","PDN9000","","Fri Jan 25 2019 15:19:48 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 15:23:44 GMT-0400 (Venezuela Time)","PDG253","","Fri Jan 25 2019 15:23:44 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 15:24:01 GMT-0400 (Venezuela Time)","PDG2253","","Fri Jan 25 2019 15:24:01 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 15:27:10 GMT-0400 (Venezuela Time)","PCW8432","","Fri Jan 25 2019 15:27:10 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 15:28:37 GMT-0400 (Venezuela Time)","TCR1932","","Fri Jan 25 2019 15:28:37 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 15:34:51 GMT-0400 (Venezuela Time)","PDE445","","Fri Jan 25 2019 15:34:51 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 15:44:11 GMT-0400 (Venezuela Time)","PCY4942","","Fri Jan 25 2019 15:44:11 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 15:46:26 GMT-0400 (Venezuela Time)","PBN67","","Fri Jan 25 2019 15:46:26 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 15:48:54 GMT-0400 (Venezuela Time)","PCL5066","","Fri Jan 25 2019 15:48:54 GMT-0400 (Venezuela Time)","","",""
"Fri Jan 25 2019 16:08:33 GMT-0400 (Venezuela Time)","PCH26","","Fri Jan 25 2019 16:08:33 GMT-0400 (Venezuela Time)","","",""
