"timeStamp","plate","description","created","totalDue","paid","scannedTime"
"Tue Jan 29 2019 14:47:24 GMT-0400 (Venezuela Time)","PBY8445","","Tue Jan 29 2019 14:47:24 GMT-0400 (Venezuela Time)","","",""
"Tue Jan 29 2019 14:48:36 GMT-0400 (Venezuela Time)","PDU7218","","Tue Jan 29 2019 14:48:36 GMT-0400 (Venezuela Time)","","",""
"Tue Jan 29 2019 14:50:48 GMT-0400 (Venezuela Time)","PDN5363","","Tue Jan 29 2019 14:50:48 GMT-0400 (Venezuela Time)","","",""
"Tue Jan 29 2019 14:53:53 GMT-0400 (Venezuela Time)","PCB7859","","Tue Jan 29 2019 14:53:53 GMT-0400 (Venezuela Time)","","",""
"Tue Jan 29 2019 14:58:33 GMT-0400 (Venezuela Time)","PDU7506","","Tue Jan 29 2019 14:58:33 GMT-0400 (Venezuela Time)","","",""
"Tue Jan 29 2019 14:58:54 GMT-0400 (Venezuela Time)","PCW2294","","Tue Jan 29 2019 14:58:54 GMT-0400 (Venezuela Time)","","",""
"Tue Jan 29 2019 15:09:16 GMT-0400 (Venezuela Time)","TDH450","","Tue Jan 29 2019 15:09:16 GMT-0400 (Venezuela Time)","","",""
"Tue Jan 29 2019 15:11:02 GMT-0400 (Venezuela Time)","PCX6026","","Tue Jan 29 2019 15:11:02 GMT-0400 (Venezuela Time)","","",""
"Tue Jan 29 2019 15:20:07 GMT-0400 (Venezuela Time)","PDP91","","Tue Jan 29 2019 15:20:07 GMT-0400 (Venezuela Time)","","",""
"Tue Jan 29 2019 15:22:49 GMT-0400 (Venezuela Time)","PDR6869","","Tue Jan 29 2019 15:22:49 GMT-0400 (Venezuela Time)","","",""
"Tue Jan 29 2019 15:41:02 GMT-0400 (Venezuela Time)","PCA8938","","Tue Jan 29 2019 15:41:02 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 07:24:19 GMT-0400 (Venezuela Time)","PCH2719","","Wed Jan 30 2019 07:24:19 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 07:38:14 GMT-0400 (Venezuela Time)","PDU65175","","Wed Jan 30 2019 07:38:14 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 07:40:24 GMT-0400 (Venezuela Time)","PDC8984","","Wed Jan 30 2019 07:40:24 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 07:45:37 GMT-0400 (Venezuela Time)","PDD 9421","","Wed Jan 30 2019 07:45:37 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 07:48:31 GMT-0400 (Venezuela Time)","PDR20","","Wed Jan 30 2019 07:48:31 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 07:55:46 GMT-0400 (Venezuela Time)","PBN2424","","Wed Jan 30 2019 07:55:46 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 07:56:44 GMT-0400 (Venezuela Time)","PCS1965","","Wed Jan 30 2019 07:56:44 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 07:58:27 GMT-0400 (Venezuela Time)","PBK9727","","Wed Jan 30 2019 07:58:27 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 08:02:34 GMT-0400 (Venezuela Time)","PDH9308","","Wed Jan 30 2019 08:02:34 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 08:05:12 GMT-0400 (Venezuela Time)","PCK2791","","Wed Jan 30 2019 08:05:12 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 08:06:48 GMT-0400 (Venezuela Time)","TBX413","","Wed Jan 30 2019 08:06:48 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 08:07:24 GMT-0400 (Venezuela Time)","PBZ5816","","Wed Jan 30 2019 08:07:24 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 08:15:42 GMT-0400 (Venezuela Time)","PBW6291","","Wed Jan 30 2019 08:15:42 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 08:16:24 GMT-0400 (Venezuela Time)","PBN2300","","Wed Jan 30 2019 08:16:24 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 08:17:23 GMT-0400 (Venezuela Time)","HCH861","","Wed Jan 30 2019 08:17:23 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 08:18:14 GMT-0400 (Venezuela Time)","PDH2902","","Wed Jan 30 2019 08:18:14 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 08:22:51 GMT-0400 (Venezuela Time)","TCR5348","","Wed Jan 30 2019 08:22:51 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 08:23:46 GMT-0400 (Venezuela Time)","PCH2117","","Wed Jan 30 2019 08:23:46 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 08:24:43 GMT-0400 (Venezuela Time)","PCY9225","","Wed Jan 30 2019 08:24:43 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 08:28:01 GMT-0400 (Venezuela Time)","PCL7624","","Wed Jan 30 2019 08:28:01 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 08:28:37 GMT-0400 (Venezuela Time)","PBF3453","","Wed Jan 30 2019 08:28:37 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 08:30:00 GMT-0400 (Venezuela Time)","PDJ1827","","Wed Jan 30 2019 08:30:00 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 08:31:28 GMT-0400 (Venezuela Time)","PDP2020","","Wed Jan 30 2019 08:31:28 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 08:33:13 GMT-0400 (Venezuela Time)","PBW5804","","Wed Jan 30 2019 08:33:13 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 08:33:39 GMT-0400 (Venezuela Time)","PCT9848","","Wed Jan 30 2019 08:33:39 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 08:34:00 GMT-0400 (Venezuela Time)","PCR8895","","Wed Jan 30 2019 08:34:00 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 08:34:51 GMT-0400 (Venezuela Time)","PDS7828","","Wed Jan 30 2019 08:34:51 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 08:35:52 GMT-0400 (Venezuela Time)","TCK5364","","Wed Jan 30 2019 08:35:52 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 08:36:16 GMT-0400 (Venezuela Time)","PDB7467","","Wed Jan 30 2019 08:36:16 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 08:36:38 GMT-0400 (Venezuela Time)","PDM776","","Wed Jan 30 2019 08:36:38 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 08:37:12 GMT-0400 (Venezuela Time)","HBR9946","","Wed Jan 30 2019 08:37:12 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 08:39:30 GMT-0400 (Venezuela Time)","PCS7173","","Wed Jan 30 2019 08:39:30 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 08:43:35 GMT-0400 (Venezuela Time)","TCD7466","","Wed Jan 30 2019 08:43:35 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 08:43:55 GMT-0400 (Venezuela Time)","HBZ7981","","Wed Jan 30 2019 08:43:55 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 08:44:17 GMT-0400 (Venezuela Time)","PCC1986","","Wed Jan 30 2019 08:44:17 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 08:44:32 GMT-0400 (Venezuela Time)","PDS1322","","Wed Jan 30 2019 08:44:32 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 08:44:47 GMT-0400 (Venezuela Time)","PBM8515","","Wed Jan 30 2019 08:44:47 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 08:45:38 GMT-0400 (Venezuela Time)","PCU8248","","Wed Jan 30 2019 08:45:38 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 08:46:28 GMT-0400 (Venezuela Time)","PDK5035","","Wed Jan 30 2019 08:46:28 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 08:49:15 GMT-0400 (Venezuela Time)","PCN2042","","Wed Jan 30 2019 08:49:15 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 08:49:51 GMT-0400 (Venezuela Time)","TCH8095","","Wed Jan 30 2019 08:49:51 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 08:50:05 GMT-0400 (Venezuela Time)","PAU8191","","Wed Jan 30 2019 08:50:05 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 08:50:16 GMT-0400 (Venezuela Time)","PDS5226","","Wed Jan 30 2019 08:50:16 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 08:52:44 GMT-0400 (Venezuela Time)","PBU5697","","Wed Jan 30 2019 08:52:44 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 08:53:12 GMT-0400 (Venezuela Time)","PBG4509","","Wed Jan 30 2019 08:53:12 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 08:59:01 GMT-0400 (Venezuela Time)","PDA8212","","Wed Jan 30 2019 08:59:01 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 09:00:50 GMT-0400 (Venezuela Time)","PBZ7010","","Wed Jan 30 2019 09:00:50 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 09:01:40 GMT-0400 (Venezuela Time)","PBT6941","","Wed Jan 30 2019 09:01:40 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 09:04:19 GMT-0400 (Venezuela Time)","PAT4298","","Wed Jan 30 2019 09:04:19 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 09:05:58 GMT-0400 (Venezuela Time)","PBU4836","","Wed Jan 30 2019 09:05:58 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 09:08:10 GMT-0400 (Venezuela Time)","TCE9680","","Wed Jan 30 2019 09:08:10 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 09:09:58 GMT-0400 (Venezuela Time)","PDG7926","","Wed Jan 30 2019 09:09:58 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 09:12:28 GMT-0400 (Venezuela Time)","PBW8763","","Wed Jan 30 2019 09:12:28 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 09:12:56 GMT-0400 (Venezuela Time)","TDJ3920","","Wed Jan 30 2019 09:12:56 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 09:14:24 GMT-0400 (Venezuela Time)","PBR5721","","Wed Jan 30 2019 09:14:24 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 09:15:14 GMT-0400 (Venezuela Time)","PDG6226","","Wed Jan 30 2019 09:15:14 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 09:17:19 GMT-0400 (Venezuela Time)","PCB6820","","Wed Jan 30 2019 09:17:19 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 09:17:53 GMT-0400 (Venezuela Time)","PBN2523","","Wed Jan 30 2019 09:17:53 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 09:21:00 GMT-0400 (Venezuela Time)","TCL5208","","Wed Jan 30 2019 09:21:00 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 09:22:08 GMT-0400 (Venezuela Time)","PDP8404","","Wed Jan 30 2019 09:22:08 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 09:22:44 GMT-0400 (Venezuela Time)","PDR1009","","Wed Jan 30 2019 09:22:44 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 09:23:18 GMT-0400 (Venezuela Time)","PDR7201","","Wed Jan 30 2019 09:23:18 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 09:28:50 GMT-0400 (Venezuela Time)","PBM7529","","Wed Jan 30 2019 09:28:50 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 09:29:34 GMT-0400 (Venezuela Time)","PCZ1523","","Wed Jan 30 2019 09:29:34 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 09:30:29 GMT-0400 (Venezuela Time)","TCJ9320","","Wed Jan 30 2019 09:30:29 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 09:30:55 GMT-0400 (Venezuela Time)","PDT2347","","Wed Jan 30 2019 09:30:55 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 09:31:48 GMT-0400 (Venezuela Time)","PBT6053","","Wed Jan 30 2019 09:31:48 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 09:34:48 GMT-0400 (Venezuela Time)","PDK8834","","Wed Jan 30 2019 09:34:48 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 09:35:11 GMT-0400 (Venezuela Time)","PDR3351","","Wed Jan 30 2019 09:35:11 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 09:36:57 GMT-0400 (Venezuela Time)","TCW7093","","Wed Jan 30 2019 09:36:57 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 09:37:45 GMT-0400 (Venezuela Time)","PCD1796","","Wed Jan 30 2019 09:37:45 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 09:38:32 GMT-0400 (Venezuela Time)","PDS2598","","Wed Jan 30 2019 09:38:32 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 09:38:49 GMT-0400 (Venezuela Time)","PCP51","","Wed Jan 30 2019 09:38:49 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 09:39:23 GMT-0400 (Venezuela Time)","PDE3878","","Wed Jan 30 2019 09:39:23 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 09:41:09 GMT-0400 (Venezuela Time)","PCA6260","","Wed Jan 30 2019 09:41:09 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 09:42:18 GMT-0400 (Venezuela Time)","TDH8726","","Wed Jan 30 2019 09:42:18 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 09:43:25 GMT-0400 (Venezuela Time)","PCN9581","","Wed Jan 30 2019 09:43:25 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 09:44:06 GMT-0400 (Venezuela Time)","PDL7148","","Wed Jan 30 2019 09:44:06 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 09:44:40 GMT-0400 (Venezuela Time)","PDA645","","Wed Jan 30 2019 09:44:40 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 09:45:09 GMT-0400 (Venezuela Time)","HBO2160","","Wed Jan 30 2019 09:45:09 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 09:45:51 GMT-0400 (Venezuela Time)","TCC6305","","Wed Jan 30 2019 09:45:51 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 09:50:28 GMT-0400 (Venezuela Time)","PCT6484","","Wed Jan 30 2019 09:50:28 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 09:55:08 GMT-0400 (Venezuela Time)","PBY8677","","Wed Jan 30 2019 09:55:08 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 09:55:33 GMT-0400 (Venezuela Time)","PBK8273","","Wed Jan 30 2019 09:55:33 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 09:58:58 GMT-0400 (Venezuela Time)","PCX9249","","Wed Jan 30 2019 09:58:58 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 09:59:19 GMT-0400 (Venezuela Time)","TBY8768","","Wed Jan 30 2019 09:59:19 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 09:59:49 GMT-0400 (Venezuela Time)","TCE8080","","Wed Jan 30 2019 09:59:49 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 10:09:08 GMT-0400 (Venezuela Time)","PCB1794","","Wed Jan 30 2019 10:09:08 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 10:10:20 GMT-0400 (Venezuela Time)","TDN8847","","Wed Jan 30 2019 10:10:20 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 10:10:39 GMT-0400 (Venezuela Time)","PCH9215","","Wed Jan 30 2019 10:10:39 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 10:11:34 GMT-0400 (Venezuela Time)","PBF942","","Wed Jan 30 2019 10:11:34 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 10:13:03 GMT-0400 (Venezuela Time)","PDL8026","","Wed Jan 30 2019 10:13:03 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 10:13:23 GMT-0400 (Venezuela Time)","PDT8294","","Wed Jan 30 2019 10:13:23 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 10:15:42 GMT-0400 (Venezuela Time)","TCT7421","","Wed Jan 30 2019 10:15:42 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 10:16:32 GMT-0400 (Venezuela Time)","PDK3269","","Wed Jan 30 2019 10:16:32 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 10:16:53 GMT-0400 (Venezuela Time)","PCA8692","","Wed Jan 30 2019 10:16:53 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 10:17:21 GMT-0400 (Venezuela Time)","PBS5553","","Wed Jan 30 2019 10:17:21 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 10:18:34 GMT-0400 (Venezuela Time)","PDU8460","","Wed Jan 30 2019 10:18:34 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 10:19:09 GMT-0400 (Venezuela Time)","PDM5790","","Wed Jan 30 2019 10:19:09 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 10:20:23 GMT-0400 (Venezuela Time)","PBH6325","","Wed Jan 30 2019 10:20:23 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 10:23:13 GMT-0400 (Venezuela Time)","PBN2263","","Wed Jan 30 2019 10:23:13 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 10:24:32 GMT-0400 (Venezuela Time)","PBW8375","","Wed Jan 30 2019 10:24:32 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 10:26:08 GMT-0400 (Venezuela Time)","PBF5608","","Wed Jan 30 2019 10:26:08 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 10:30:19 GMT-0400 (Venezuela Time)","TCH4509","","Wed Jan 30 2019 10:30:19 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 10:30:39 GMT-0400 (Venezuela Time)","TCY2236","","Wed Jan 30 2019 10:30:39 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 10:31:05 GMT-0400 (Venezuela Time)","TCU2137","","Wed Jan 30 2019 10:31:05 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 10:32:49 GMT-0400 (Venezuela Time)","PCC5642","","Wed Jan 30 2019 10:32:49 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 10:33:11 GMT-0400 (Venezuela Time)","TCU1017","","Wed Jan 30 2019 10:33:11 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 10:34:47 GMT-0400 (Venezuela Time)","PCS8616","","Wed Jan 30 2019 10:34:47 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 10:35:32 GMT-0400 (Venezuela Time)","PDH7316","","Wed Jan 30 2019 10:35:32 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 10:36:40 GMT-0400 (Venezuela Time)","PCJ4547","","Wed Jan 30 2019 10:36:40 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 10:37:51 GMT-0400 (Venezuela Time)","PCA6355","","Wed Jan 30 2019 10:37:51 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 10:38:10 GMT-0400 (Venezuela Time)","PCW3692","","Wed Jan 30 2019 10:38:10 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 10:38:26 GMT-0400 (Venezuela Time)","PAY2940","","Wed Jan 30 2019 10:38:26 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 10:39:52 GMT-0400 (Venezuela Time)","PBN2275","","Wed Jan 30 2019 10:39:52 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 10:40:26 GMT-0400 (Venezuela Time)","TCS7052","","Wed Jan 30 2019 10:40:26 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 10:42:12 GMT-0400 (Venezuela Time)","PDM2200","","Wed Jan 30 2019 10:42:12 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 10:44:23 GMT-0400 (Venezuela Time)","PDJ4861","","Wed Jan 30 2019 10:44:23 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 10:46:04 GMT-0400 (Venezuela Time)","PCM871","","Wed Jan 30 2019 10:46:04 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 10:47:11 GMT-0400 (Venezuela Time)","PCL3812","","Wed Jan 30 2019 10:47:11 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 10:48:36 GMT-0400 (Venezuela Time)","PCC7707","","Wed Jan 30 2019 10:48:36 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 10:50:03 GMT-0400 (Venezuela Time)","PBB8165","","Wed Jan 30 2019 10:50:03 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 10:50:24 GMT-0400 (Venezuela Time)","PDS3658","","Wed Jan 30 2019 10:50:24 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 10:52:07 GMT-0400 (Venezuela Time)","PBX3913","","Wed Jan 30 2019 10:52:07 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 10:52:30 GMT-0400 (Venezuela Time)","HDM2690","","Wed Jan 30 2019 10:52:30 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 10:52:58 GMT-0400 (Venezuela Time)","PCR5097","","Wed Jan 30 2019 10:52:58 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 10:53:36 GMT-0400 (Venezuela Time)","PDH7429","","Wed Jan 30 2019 10:53:36 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 10:53:53 GMT-0400 (Venezuela Time)","PBL5099","","Wed Jan 30 2019 10:53:53 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 10:56:54 GMT-0400 (Venezuela Time)","TCS2631","","Wed Jan 30 2019 10:56:54 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 10:57:48 GMT-0400 (Venezuela Time)","PDL4401","","Wed Jan 30 2019 10:57:48 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 10:58:05 GMT-0400 (Venezuela Time)","PBC8555","","Wed Jan 30 2019 10:58:05 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 10:58:23 GMT-0400 (Venezuela Time)","PCL7103","","Wed Jan 30 2019 10:58:23 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 10:58:39 GMT-0400 (Venezuela Time)","PCX9182","","Wed Jan 30 2019 10:58:39 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 11:00:49 GMT-0400 (Venezuela Time)","PCA3160","","Wed Jan 30 2019 11:00:49 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 11:02:48 GMT-0400 (Venezuela Time)","TBP5213","","Wed Jan 30 2019 11:02:48 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 11:05:29 GMT-0400 (Venezuela Time)","TCZ4003","","Wed Jan 30 2019 11:05:29 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 11:06:04 GMT-0400 (Venezuela Time)","PCK4662","","Wed Jan 30 2019 11:06:04 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 11:06:31 GMT-0400 (Venezuela Time)","PDS8148","","Wed Jan 30 2019 11:06:31 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 11:08:01 GMT-0400 (Venezuela Time)","PCM9433","","Wed Jan 30 2019 11:08:01 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 11:09:50 GMT-0400 (Venezuela Time)","TCY551","","Wed Jan 30 2019 11:09:50 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 11:10:38 GMT-0400 (Venezuela Time)","TDN612","","Wed Jan 30 2019 11:10:38 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 11:10:54 GMT-0400 (Venezuela Time)","PCZ309","","Wed Jan 30 2019 11:10:54 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 11:11:55 GMT-0400 (Venezuela Time)","PDJ4925","","Wed Jan 30 2019 11:11:55 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 11:14:38 GMT-0400 (Venezuela Time)","PBO4708","","Wed Jan 30 2019 11:14:38 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 11:15:07 GMT-0400 (Venezuela Time)","PBH2194","","Wed Jan 30 2019 11:15:07 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 11:15:56 GMT-0400 (Venezuela Time)","PBM758","","Wed Jan 30 2019 11:15:56 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 11:16:36 GMT-0400 (Venezuela Time)","PBE1083","","Wed Jan 30 2019 11:16:36 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 11:17:01 GMT-0400 (Venezuela Time)","PCS8999","","Wed Jan 30 2019 11:17:01 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 11:17:20 GMT-0400 (Venezuela Time)","PCA344","","Wed Jan 30 2019 11:17:20 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 11:18:01 GMT-0400 (Venezuela Time)","TBY5018","","Wed Jan 30 2019 11:18:01 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 11:20:40 GMT-0400 (Venezuela Time)","PDT4980","","Wed Jan 30 2019 11:20:40 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 11:21:08 GMT-0400 (Venezuela Time)","PBZ701","","Wed Jan 30 2019 11:21:08 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 11:24:08 GMT-0400 (Venezuela Time)","PBD3779","","Wed Jan 30 2019 11:24:08 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 11:26:40 GMT-0400 (Venezuela Time)","PDS3300","","Wed Jan 30 2019 11:26:40 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 11:27:00 GMT-0400 (Venezuela Time)","PCE2494","","Wed Jan 30 2019 11:27:00 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 11:28:53 GMT-0400 (Venezuela Time)","PCP3895","","Wed Jan 30 2019 11:28:53 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 11:29:38 GMT-0400 (Venezuela Time)","TCS8388","","Wed Jan 30 2019 11:29:38 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 11:30:30 GMT-0400 (Venezuela Time)","PDT5865","","Wed Jan 30 2019 11:30:30 GMT-0400 (Venezuela Time)","","",""
"Wed Jan 30 2019 11:31:55 GMT-0400 (Venezuela Time)","PCU3560","","Wed Jan 30 2019 11:31:55 GMT-0400 (Venezuela Time)","","",""
